address,value
0x40DC43631BC8aDB37d449E563e6E4B70443D61EB,7.58E-06
0x410a0887cC91cCf1e8Db56422b9a5D8B078c2200,0.007939707
0x4127b2d364a8B1a10afdA5d63c95253Ce336c09B,0.00031865
0x4291C64ca6524465361912847De6503a4029C88a,0.000957166
0x42e1f78B62eE5D134cC20d25e17369eB8A513a3d,0.000578583
0x43134FC31786c8B7254FcB7beD00faFC4BdF273b,0.00023743
0x43767496AE21f1C8e7FBD70D2138e757Da8b3480,9.020086999
0x4426023bbeaC104ea9f6f816c979f4E39C174957,0.14974995
0x446Ccd4633512f321B400cF89c1877F8307F6C26,0.004428908
0x448FdA59Cda7C93d8E4476AcF0847f27e9E2C605,0.000359433
0x45892DFBDa3b9cE0513412168a947eca8Af21A1B,0.000933507
0x46c678d16ae9A7e48e91725F27605efd282eC168,0.001494187
0x46eb53Ff661445bB03EAef38BE61a21f8EE88B76,0.00059405
0x47748c421a0926d692101245785a711EC1870472,0.014819795
0x4789f8ED86858dd6879104781293A98569B46b16,0.001295541
0x48f88A8D8e4a9dFF33C0A4D857a81A189C2d6e07,0.003687415
0x49084125E425eD84a81e97F866043Ba413E959b9,0.036783353
0x4925c8d00E2c94dd9B00d299B249d3Fa6E1C2bf4,0.004167084
0x4978d237b4C6e33FF8c6A3E24710FEf0CeE45F87,0.004810972
0x4A34CC34Fa9D6051B008fAE665cD67669188dC35,0.003339071
0x4A3e87e105593F4d59C015c68814c11E275D4977,0.000173352
0x4Be80A823e619Ef57A61cc19B6bfB72974dF0604,0.004107496
0x4DAEf97203Fa6654F6338872DA5bD1EA2E879533,8.00125835
0x4FFC3884669E442e5d2F687B2C70504D942ba129,0.000339365
0x4c00f62943546975354d3460D1759189460B44E7,4.582529864
0x4cB780Fd3286f2d10199B61423D1c804BD2a5D2B,0.000714507
0x4d5aF8CB8fB232eBb2cD051F147fde2af00327B0,0.02896357
0x4e8Ef8cF0a0790d6876E14C44299750658ae55eE,0.001865017
0x4f136028ec25350d74Bd963b5c22b9aB4F622BF2,0.026187215
0x502aCb52412b86DDB31DCEDD921Fe9FD9dAE7A66,0.000439966
0x50664edE715e131F584D3E7EaAbd7818Bb20A068,0.79563176
0x507fd5cd99F30648E155aEF4672B3484779AC6C7,0.019309638
0x50dFdF7836C90db447Ae6DD83a3EEE2B0417d051,0.049583856
0x5138AC8BBD07548326AF2FbE15be8dEd90F4a9f0,0.000437243
0x51EC66e63199176f59C80268e0Be6fFa91Fab220,0.377624797
0x529408a6962Bae6Ca5328874d633738116B89B05,0.002937512
0x52aE08D07Ad9908214cC0E0089c2996EBd93419C,0.000260471
0x52c645154fc771a365A8Aa385Ac06C5dBAE59BBe,0.000205496
0x52fa2Bc075Ddf5B2B601B4906E171658e75379D8,0.00107549
0x5397B34eC5b52646279aBaaEFF41De2c14c64089,0.000119117
0x5479db63D86520aec6b6A585b8347075924affFe,0.000381242
0x54A737AdA8249f011373B799245Aec941E30D9F8,0.002606874
0x54e6627177165Aa7b6F31752c744c306FaC993dB,0.001569661
0x551422587B5E492553Bf7500FE6e22fd0C9ab7Db,0.023291584
0x5584cF54ADE7C81aB6d6Bc870C714F87FC0a7721,0.001938356
0x55DAb24a8eC60BA86FD8F295Bb4dB603C0911d4E,0.000325589
0x56Af52A9611AfDA072A73aFd0e1FF4c4e35eE94a,0.332430967
0x579435914E1d9fC5eAC3Ab6C15Cf6Eb7CBc09669,0.002265334
0x57BE998a9fF5fb63b596b2f44AC1EcfF0F08fc0a,9.60E-05
0x5821E81CBc8B030e0604a925dCDD5Df4EfCc1bb6,0.013786621
0x5848CeA7017b0D367e7FcAa17Ac2Ee0aA3134F24,0.001031485
0x59540FF5F90D3FBfc5Eb4AeEe8B7C10615a8F368,0.000263018
0x597dA53a39ea634bE355E6028136B5E5F28C25d9,0.051227449
0x59D6779Eca6c91eD7679E261b54299b5155EAdF0,0.094522233
0x5A1b8d6A57445deCED8F816310fDB0aA6367cf10,0.000966477
0x5A72BfaF8dD5b251bd008fDC0b4656319Ac0509b,0.002051945
0x5A8a9e57f197778A7E36E26E4f1bce94Eb1F95FC,0.058335028
0x5C44368C0Ad4C446842738BDbf8f2Bbf9876546e,0.07884635
0x5C557d11d8D3dC436739276E39E7075359302848,0.00026753
0x5C7975fA3B0E1ECc47BAaD4596626aa2c1089524,0.004473132
0x5CDB2aDd6751885CE36266021294661043e30382,0.000100453
0x5D0aC389c669D6EFE3BA96B9878d8156f180C539,0.004467701
0x5D41eDFdcdB2e2F0c31E98E960acb11c02Fce6a9,0.29997758
0x5D9bb765C81E6CFd4c8a23d13C54943F31104ea1,0.005723428
0x5E459B0E5F0E4DF91b5920D8f128bA43690CB525,0.052135651
0x5a0dC15c9EceCeded97c7B1121461EDc623a0349,0.013564626
0x5b90bDD11D3Dd8Fee180a8fB80f42a70Acc22906,0.000223348
0x5c2B50161378A460B246a71e9dE1BE20cb1491b9,0.001196027
0x5d4f320Ce7Cdc29d68843caFdB16140686a27320,0.001565411
0x5e3b906074a29dD2Fb1D9ab304BFD927f603B720,0.000398396
0x5eeA118E75f247014c6D0E990f02a0c254EDC852,0.262853225
0x60924CcE392bB442220DB8c867DE4b56B6A8fa33,0.004650548
0x61158Be08b84175141619472c7134a4193E3747e,0.000402779
0x61186906875e8509B7FcF519a69a648C341e2600,0.003383245
0x61eBDc8853b2373E593940459AeBA243e35F60F4,0.000494183
0x626399B21b897ddCCCb3139F5a09cb5959C32036,0.054057366
0x62AE5d42272ad58ADd921F2758868143daab9616,0.002242244
0x62e560167c333fb919034D1bD3A286F3104B0d3F,0.002600853
0x63122290895127671A36fDDac94087DD44e3A99C,0.000897692
0x63685739AA93dE15612e29A803163aea10ba74c4,0.25151752
0x637Ac1aa703cd906e832EC1309A2A85259587e97,0.00020466
0x640E77d985d9462c4344d33A49fb3CD54040F2E9,0.089817111
0x641f2f8cD5Fb6CB50a49c22247B065CD893a1FC7,0.000116605
0x64CeE1ebA2A47A5A8daE820834B7495ac371B07d,0.000108611
0x64E10c8fC056AE0d3d2ec27fd163277b1cDa9328,0.90062029
0x64cab4a793F50c58841fA6d50d4F1109270ADb99,0.000119117
0x6545a8cB2d809f8488e89480DF5055Fb176aa318,0.000356081
0x65552b33466F2Ec724a343DF03306F3cDb50E731,0.002413759
0x65685914465E7F6E70624b8bBD1c66Be0411923E,0.035649844
0x663736e59082689046799b2fd49e724A84b51d7F,0.007877408
0x666E0Cd3CB8eA51c1bfb1d43BAb6950904482308,0.002420018
0x66C97dC031bB2f6aD421CeF7b01De0CA2AE4fe64,0.0027717
0x66bC30B2fa07B5039C25A16d2c290F4Fd2C85d72,0.008484006
0x674F357BE1C16b6E7E29e1ecf3565Fe876D7F5eb,0.013275712
0x67eb87fA6f2a81F864575B3930292A322B5Cf9FA,2.702480822
0x6837c97a63f5f46bb2CD65Ea22AB69b3D0Ea33Ae,7.63E-05
0x68889e98A947501CAe1f7E2FB4B771F0234575A1,0.027079703
0x696F637A5a5F9CC9795D9c597287571F3333e14F,3.73E-06
0x69eE3E2d622c8371bF736F76412eE251a1cF6739,0.004173839
0x6A9bc308D04dDB0fEdeeCeC64B843161e72fFa38,0.086378116
0x6AACE63636b0D109dd0Ac71565409f337Ee9ACa8,0.000305308
0x6C1bB12D45851E34e63D3aEc1367702A2A01eF9e,0.001458398
0x6C9C5ce574F160a45bD8411e20Fa647C2b112A1e,0.01197303
0x6FB4dE82D9552BB2633C1D9B461fc665c7260473,0.027029266
0x6c71Fd9e69630EE25Cdf7adfEee59476C830d02f,0.004670432
0x6eAa0dc601a4C273856fDFCC51E4e4A6E6c44559,0.000715925
0x6fF68b4000308E946DC5b3CF009ad42c01313bDB,9.26E-05
0x6fF85c6208eE8a3bC484f73A9b8f2d55B9B01C00,7.58E-05
0x706D961Ab69d54a0FCbaa13E77842279A5724139,0.035757589
0x708621feA6a3e127f775886f4fcC5A7EDC6cc736,0.023305723
0x70e439584Ef1BA300106b9c16543eaa1DE676Dc2,0.131794532
0x7142303E564c0a0c466B51495f12d10c2DBc8B99,0.001238571
0x7212669FA095DD654aB5231c817BE8980863BF01,0.005012481
0x72c30EcA62CbBb7cC80201333Da70B1ad84AD70a,0.000111447
0x7425619F9D60678e8fC886C1895C90BbE810b20B,0.001726709
0x742a125BcEB1545EeD69a589D8676159e5A69440,0.00224224
0x74E63d73F64Cf9FE29963a25203005670c7A6E25,0.003311695
0x74a64c78657F0b753035CAE35cbCa76Ac029827E,0.003229981
0x7565DEdDCB83a14B185eb9520914bB918cDfE983,0.050898374
0x75Cb505B4fd56B4361676CC2Ca2788b948AB5604,0.003918121
0x767A60F295AEDd958932088F9Cd6a4951D8739b6,0.023290137
0x76cAbCB35A953912F95b47ef2285A156d527C709,0.002743994
0x77693Ff03FD85F9181E5e577b8CABfdDaC00880A,2.934533934
0x77956a9D1b9901BbE4CFC2ED37DB17500Fbe7B0C,0.004239467
0x782B10dA1a95aAc9F04D5c3083168aadb48bfdc8,0.000926751
0x796fd1b1a79915b801606a909DB3ed025322eF64,0.000598534
0x7A3518fe642B11Be76Db809ac5df64a4ED0855Ba,0.134467723
0x7BF86f83826C18ce9752ae22365176Eab17DB488,0.003166564
0x7Ba080516dBAbe9fafc1f7F548F60d27e6932c48,0.000222987
0x7D9f65ECE14a587Fc4F8cde81Cf321C56FbD0203,0.000204591
0x7E9813842CDa770b3F40F3d6492aB2aa890fEDAD,0.026007071
0x7Ea9b8ba0d889Ba42458f657Ed27244AD593dfe7,5.77E-05
0x7Fef0c06A743875A1b470b7e00EF54dBEc40dBc1,0.001229109
0x7b89E5624b71Ff104A69Ba232b27fAFE803D7263,0.000152506
0x7ba2ca2402c68412dFF925C97B9b88D65Fa678B4,0.000121004
0x7c9eDC93Ec8B80b7dD1E548a476c6DcF676549bE,3.183779035
0x7d1cD547A7d814301215747fcc6Fa534475dCC4e,0.032799036
0x7e54b31e400D9b3B9E7bf7d47E9a5AFacaabfB98,9.73E-05
0x7e86d59a71189Cce55F692B14Ef4Bed389aB2712,0.013105203
0x7eBFBCcC0d779c5C9628dB8268D00d1Ecc79aD6D,2.38325212
0x7f45A8eebdCc5c89f00bCc4E64D00174EE9FAdb9,0.000271982
0x803f4A26B35e20f025eA47bBA26cA0C7DF60C4de,0.000348072
0x808A023B72260170c95d831F589A1ae0DCa1e43E,0.323944468
0x8134ee988ef47C193cDeAdAC7D870024e72E405e,0.002320693
0x8149DC18D39FDBa137E43C871e7801E7CF566D41,0.004495765
0x8180D59b7175d4064bDFA8138A58e9baBFFdA44a,18.16028622
0x81D26560eDC164ac624Ee084c65715A54C6F035E,0.000847857
0x81aA6141923Ea42fCAa763d9857418224d9b025a,0.006436727
0x8262267B55aB184f6B303E7e1EF260Dc5165b5bF,0.000339455
0x83a252160b09d3e6cCC7d34DAE0A96143cBEa2B1,0.249550087
0x83c9f34cF833517a749cC7c4b7f979791f65e640,0.002917792
0x8421b8eb9122d638C9ffcF5389f911A13b26F03B,0.000355242
0x84E01061fa6b69C1629E3578d988eb20CB73A677,2.221882381
0x8504A09352555ff1acF9C8a8D9fB5FDcC4161cbc,0.001721664
0x85207850A88a7aE01bE6A721f1e7367646a27831,0.020543911
0x853C61b59f1479860A601aCdF40CE05D6c93f62e,0.023645246
0x85447407829Fa2DEb31E10beEc8F6F40981d7F44,0.092320862
0x860703C2AdFA788EB41083DFe4632834B907a1E1,0.000439966
0x864aee5dC6410c77df812B2721780952E9568328,0.000232922
0x870834De64BE159d381BE61755aEE333b2814Af1,0.000119118
0x87D9C2D9990A9f3A18F1377Ff20d9945F9eB3792,0.000873384
0x87Ef7E4A41847B8c5a0A188362991A33c136Bb69,0.001423152
0x87dD55828B2a4F4b750aFD504a5d9d2561542564,5.16E-05
0x894740526d04071b5BC4227A174a9230E4D7f44B,0.000136689
0x8Af71a7022385D78b5167e31fdeb5CB6576130fA,0.000119117
0x8B64673c9a482913a6e2c1298637532947cD96eE,6.397827229
0x8F8B4759dC93CA55bD6997DF719F20F581F10F5C,0.007546749
0x8adFc6e6E6DA6Ed9aF7F094B3f3115ED72048395,0.001510229
0x8b3ad5B180C910AABCc945adE58007dEC2Be2032,5.42E-06
0x8b65FF74d2f1d9b31D647c7719895e50DeeEda69,0.001748644
0x8bcF9320497028119Da1c99525d19A9f0d86f92a,0.002630074
0x8c302250f1F5f4A933b7a62B52E998b0a40C3917,0.013783711
0x8caa7eBE5C6Ae6087fb65315d1B5aA7AcD33b854,0.064885416
0x8e0150fe8DB6c46CFc35148B533F96478E243f0C,0.001908887
0x8e243e860461a3051737Fae83aC1Ee4b35838B87,0.055858435
0x8e9B650B79bd28f324f5B26D6dDBA594eb237cDf,0.103931015
0x8fe15c0213A59C618d085f05FfFE7e683b63E0FF,0.000119117
0x90342390bc17a0aBe956c0118e48644BD6D74451,0.000119117
0x9232F85A221c76c2EF74814496b67A478B1128DD,0.00108401
0x92694535A2857CE4EC97384e976bd4922915E29f,0.000119117
0x92b58C17534BBEcd8e5Ab190058eb35Ec3E86267,7.58E-06
0x9354878eFaA0D6D821B7264B22672423E89f0Cc1,0.005036211
0x935914AD4A126647Af35378384D70c741892a5Fa,0.005637323
0x937b742a057EEE2E5fE3cAd18026149a08b9F7a3,3.79E-05
0x93f528db82229f5340501185AAe3e39eB51CeC1c,0.000208259
0x94EaA06a87eF50Fe03dcE42119c0189F8b6d85BB,0.000427001
0x958b6ac6A7CeC484352eb88a8b71Fd90df316791,0.013487568
0x95F50Cf888dFeC90321dC376c1E695F15B081595,0.00022282
0x966Cf5cd0624f1EfCf21B0abc231A5CcC802B861,13.75915374
0x96Dc89dbE84970ee42A2F0B35fB50599e6745FF8,0.006081901
0x97173305663E812531784662bABcc24C79Bf1b94,0.000119117
0x97D567EA6062dF0B02b88092f1a5A28a9Fb8b984,0.243843213
0x97f0978c18DE9B61840d4627040AEA796090343F,0.011847403
0x980faC1078bF614FB1D3515068a20c077b30A5Bd,0.021136823
0x9826b13Eb6a267eEc5AA5021A53a3FF695fDeCBD,4.77E-05
0x999DfE7638AB51Ac81E1361f0Ae20CcA2B687aA3,7.00E-05
0x99A8F1682Ca7d1cA2674be8218c2054095270684,0.001904564
0x9A8f92a830A5cB89a3816e3D267CB7791c16b04D,0.000456017
0x9Af991c12c185a688f05f62eD129134436610138,0.023320331
0x9B0743D02a6ac8F0e69bB0bb6a820f7Cbbb76E3F,0.000215196
0x9C308DB44641802FD4BF697f0114655083C2e399,0.000556418
0x9Da98Cc8e38cef116e3Db6C62e495A524400BA3e,0.030409676
0x9F9EBCE72C0715CdbAD4d589986EB22F6782A1CE,0.021382897
0x9c338C74e098C470643Eb573d67d4F4F78Df49F9,0.328571754
0x9c7d894a29F97636B66DEA646A1AE2F9c83a2830,0.290423941
0x9ce7C6d8A50319A6ce62084dCF55F00044582c29,0.001785203
0x9d5009a085e3dDdAb3820b5A9DCC09BDE6C73A6D,0.001010511
0x9e564eE88d06f2D63815776c4562e01aB5b3DA8d,0.359334183
0x9f7898Bf124Cfb63B6b59270FA930Ed63dBb5a46,0.201967689
0x9fA10388D2BB8b7d8a2c8586772876D6302D4cB3,0.000994926
0xA0047366cB7DC1Fb9f514913f734D8497CA71237,0.000155788
0xA00c99F5f955552742F1089deD88ABDC74E67Bac,0.304058807
0xA0c35b4ccF7c53Ba44B3784fdB7e2c5528Cf306f,0.001184489
0xA1a485AE7C3d6a3C1990cC9d2F053977662b576B,0.0002135
0xA233Deb08bCb3a54B183749398663DaD0eC4B55c,0.003488701
0xA25f2D38cB91F53136C25E553641E341D1cbd07f,0.001197197
0xA30e48C7826Eed00223224DfDe038347B983f0f1,0.002628588
0xA65B19e3b7Ef31f73B7A98016F228906902C2cAD,0.105344856
0xA66F1d21A71242CF871128e78D367113D2e88A91,0.000119117
0xA6F32ce4945f9Def50e5155faf6bEA10278C2327,3.91E-05
0xA7E5a837382C4B2A484BD2AFAdc8B5A5f6d74e87,0.015552121
0xA81fAca1A89fe2268b5E91084CaeC82c9387fd0e,0.468599518
0xA8F9B278A9D4060c0b6cff0b2eA923bF16911948,0.097074644
0xA8c4e3ce1743D0f2A6c227548C982a7C40569940,0.001062107
0xA9F51db4725f0EAf9d530Bae8db0fd858D505547,0.012360943
0xA9b36da931a19a7619b6bD5835a3765DCcD7c298,0.010127806
0xAAd92B0E49cA414Ee048DF222DA190B3fc4C27EA,8.51E-05
0xAB12253171A0d73df64B115cD43Fe0A32Feb9dAA,0.000969167
0xAD27C490EfD068C35A66fEfCD953a8D91dC987b2,0.030204182
0xAE8Ec0F2279440c23fA776696198679e4ddce0c7,7.57E-05
0xAEA6355e4E8cf659a2c783E1C8c9c183a44AA6CF,0.000119117
0xAa5CDa5e790Aa465756cF8a0836C6e4BCdcCDF4d,0.013321225
0xAb387C92b38d1AACbe5E0D0af0E72821Cd02CFa3,0.002089404
0xAca3b4110403F3c4dacb35A7B3Aa0a84eFb6A3e9,0.012694724
0xAe1E5C84B73136a49eFb70a15149c350015391eD,2.87676148
0xB0D9e982F5F757cf57820B21805836087309079C,0.000236381
0xB17bD1f48B1cA277afd63ddffF60D17346a554b3,2.01E-05
0xB24Ad8E616dcFA3B54091744d7D68e748A3a12D9,0.000212458
